Código|Descripción|Código de Barras|Precio Menudeo|Precio Mayoreo|Precio Residencial|Familia
1101001|Jamon de Pavo y Cerdo Americano AROOS|7501689005018|011390|010920|011740|Jamón
1101002|Jamón Americano Cuadrado CAPISTRANO|1101002|014980|014340|015430|Jamón
1101004|Pastel Pimiento CAPISTRANO|7501689023401|010070|009690|010370|Jamón
1101005|Jamon de Pavo Ahumado CAPISTRANO|7501689024606|023550|022730|024260|Jamón
1101006|Espaldilla Cocida AROOS|7501689005322|006650|006370|006850|Jamón
1101007|Jamon de Pierna Extrafino CAPISTRANO|7501689020004|031740|030650|032690|Jamón
1101008|Jamon de Pierna y Cerdo CAPISTRANO|7501689020615|022580|021790|023260|Jamón
1101009|Jamon de Pierna tipo York CAPISTRANO|7501689020400|027780|026660|028610|Jamón
1101010|Jamon de Pierna tipo York CAPISTRANO 250g|7501689020943|006870|006750|007080|Jamón
1101011|Jamón de Pavo AROOS|7501689006466|010980|010570|011300|Jamón
1101013|Pechuga de Pavo Natural CAPISTRANO 250g|7501689020950|010190|009970|010490|Jamón
1101014|Jamón Virginia de Pavo CORONEL|750168900884|014440|013570|014870|Jamón
1101016|Pechuga de Pavo Natural CAPISTRANO|7501689024590|043570|041900|044880|Jamón
1101018|Mortadela Bolongna CAPISTRANO|7501689023609|008400|008070|008650|Jamón
1101019|Mortadela de Pavo MARIETTA|7501689051244|007340|007030|007560|Jamón
1101020|Jamon de Pavo Virginia CAPISTRANO|7501689024705|019850|019270|020450|Jamón
1101023|RECORTE|1101023|006650|006370|006850|Jamón
1101024|Jamon Americano CAPISTRANO 1kg|7501689020790|014460|014200|014890|Jamón
1101025|Jamon de Pavo Virginia CAPISTRANO 1Kg|7501689021018|020050|019390|020650|Jamón
1101027|Pavo Tortero AROOS|7501689005810|009440|009130|009730|Jamón
1101028|Jamon de Pavo y Cerdo MARIETTA Mi Lonchy|7501689051411|010250|010020|010550|Jamón
1101029|Jamón Pechuga de Pavo MARIETTA|1101029|027540|026490|028370|Jamón
1101031|Jamon California DE Pavo y Cerdo CAPISTRANO|7501689020936|013150|012660|013540|Jamón
1101032|Jamon de Pavo Virginia CAPISTRANO 250g|7501689021001|005000|004810|005150|Jamón
1101034|Queso de Puerco CAPISTRANO|1101034|014970|014410|015420|Jamón
1101036|Jamón Virg Pavo Cua. 11X11 AROOS 3.47kg|7501689006480|013780|013170|014190|Jamón
1101041|Jamón Americano Zepelin CORONEL|1101041|012990|012230|013380|Jamón
1101042|Pechuga de Pavo Braseada CAPISTRANO|1101201|039170|037660|040350|Jamón
1101043|Jamon Americano CORONEL|1101043|012990|012230|013380|Jamón
1101046|Jamon de Pierna Familiar CAPISTRANO|7501689021841|014520|014000|014960|Jamón
1101047|Jamon Serrano CORONEL 100gr|7502250190362|007250|007000|007490|Jamón
1101048|Queso de Puerco AROOS 800g|7501689005940|010810|010660|011130|Jamón
1101049|Lomo Canadiense CORONEL 200gr|7502250190829|005820|005700|005990|Jamón
1101051|Jamón Americano Redondo CAPISTRANO|0|014980|014340|015430|Jamón
1101054|Jamón Pechuga  Pavo Coronel|1101054|022100|020830|022760|Jamón
1101055|Jamon  York Coronel|1101055|017800|017130|018330|Jamón
1101058|Jamon Americano CAPISTRANO|1101058|015110|014460|015570|Jamón
1101059|Jamón Virginia de Pavo VITADELI 250g|7501689043102|004300|004200|004430|Jamón
1101062|Pierna Navideña Adobada CAPISTRANO 3.4Kg|1101062|017260|016530|017770|Jamón
1101063|Pierna Navideña Ahumada CAPISTRANO 3Kg|1101063|017260|016530|017770|Jamón
1101064|Pavo Tortero AROOS 800gr|7501689000402|008140|007780|008390|Jamón
1101065|Jamon de Pavo Natural VITA DELI 250gr|7501689000266|004700|004700|004840|Jamón
1101067|Pechuga de pavo VitaDeli 250gr|7501689000150|006600|006600|006800|Jamón
1101069|Pechuga de Pavo Ahumada CORONEL|1101069|020070|018720|020670|Jamón
1101071|Jamon virginia Rebanado CORONEL 1kg|1101071|011100|010800|011430|Jamón
1101072|Queso de Puerco Jalapeño CAPISTRANO|1101072|013420|012930|013820|Jamón
1101075|Espaldilla CORONEL|1101075|006100|005820|006100|Jamón
1101076|Pavo Tortero CORONEL|1101076|008010|007700|008010|Jamón
1101077|Pierna  Ahumada CORONEL|1101077|013200|013200|013200|Jamón
1102001|Salchicha FUD 266gr|7501040009754|003170|003010|003260|Salchicha
1102002|Salchicha con Pavo CAPISTRANO|7501689024804|009280|008870|009560|Salchicha
1102003|Salchicha de Pavo FUD 266g|7501040009761|002970|002810|003060|Salchicha
1102004|Salchicha Para Asar KIR 800g|7501147515073|008600|008010|008860|Salchicha
1102005|Salchicha para Asar CAPISTRANO 800g|7501689025078|007860|007540|008100|Salchicha
1102007|Salchicha con Pavo CAPISTRANO 500g|7501689025009|005030|004880|005180|Salchicha
1102008|Salchicha Viena Pelada y Cortada AROOS|7501689006459|005790|005570|005960|Salchicha
1102009|Salchicha tipo Viena CAPISTRANO|7501689022824|008180|007810|008430|Salchicha
1102010|Salchicha Cerdo Estilo Aleman CAPISTRANO 476g|7501689025030|009680|009480|009970|Salchicha
1102011|Salchicha Pavo Estilo Aleman CAPISTRANO 476g|7501689025047|009690|009570|009980|Salchicha
1102012|Salchicha con Pavo CAPISTRANO 1kg|7501689026402|010550|010340|010870|Salchicha
1102013|Salchicha tipo Viena CAPISTRANO 500g|7501689022404|003880|003740|004000|Salchicha
1102014|Salchicha con Pavo CAPISTRANO 266g|7501689000884|003080|003000|003180|Salchicha
1102015|Salchicha de Pavo Jumbo CAPISTRANO 800g|7501689025085|010080|009970|010390|Salchicha
1102020|Salchicha de Pavo YOSSI 2.2kg|7501689051121|005530|005380|005690|Salchicha
1102021|Salchicha Para Hot-Dog YOSSI 2.75kg|7501689051107|005590|005380|005750|Salchicha
1102022|Salchicha Viena CORONEL|1102022|005330|005110|005490|Salchicha
1102023|Salchicha de Pavo CORONEL|7502229999682|007760|007350|007990|Salchicha
1102029|Salchicha Economica SAN MILLAN|1102029|004180|003980|004310|Salchicha
1102030|Salchicha Botanera Pavo ZWAN 500kg|7501057720192|006490|006270|006680|Salchicha
1102031|Salchicha de Res Estilo Aleman CAPISTRANO 460g|7501689021995|012860|012520|013250|Salchicha
1102034|Salchicha para Asar Costilla AROOS 800gr|7501689000174|007520|007340|007740|Salchicha
1102037|Salchifiesta con Pavo AROOS 2.75kg|1102037|005050|004860|005200|Salchicha
1102038|SalchiPavo CORONEL|1102038|004820|004670|004820|Salchicha
1103001|Chorizo Ranchero AROOS|7501689005605|009450|009090|009740|Chorizo
1103002|Chorizo espanol CORONEL|1103002|013500|013400|013910|Chorizo
1103003|Chorizo Espanol CAPISTRANO|7501689021605|015800|015400|016280|Chorizo
1103004|Chorizo Ranchero LA TOJA|1103004|011280|010810|011620|Chorizo
1103006|Chorizo de Pavo de Chiles y Especias CAPISTRANO 200g|7501689022022|003550|003400|003660|Chorizo
1103007|Longaniza HIDALMEX|7502216011878|012320|012320|012690|Chorizo
1103008|Salami FUD 1.75kg|7501040006012|024310|024310|025040|Chorizo
1103009|Peperami ZWAN 23g|7501057740411|001810|001730|001860|Chorizo
1103010|Peperami Hot ZWAN 23g|7501057740435|001810|001730|001860|Chorizo
1103011|Chorizo Argentino CORONEL 330gr|7502229999750|006150|005860|006340|Chorizo
1103012|Chistorra CORONEL 250g|7502229999767|006320|006060|006510|Chorizo
1103013|Peperomi CORONEL 100gr|7502250190430|004080|003910|004200|Chorizo
1103014|Salami CORONEL 100gr|7502250190508|003850|003800|003950|Chorizo
1103015|Chorizo DON PEDRO|1103015|006590|006590|006790|Chorizo
1103019|Chorizo Español CAPISTRANO 275gr|7501689022008|004320|004230|004450|Chorizo
1103021|Pepperoni CASTILLA 1kg|1103021|015590|015040|016060|Chorizo
1104001|Tocino Ahumado CAPISTRANO|7501689024200|025810|024810|026590|Tocino
1104003|Tocino Ahumado CAPISTRANO 250g|7501689024507|008090|007990|008340|Tocino
1104005|Tocino NAYAR|7502216011694|023200|021950|023900|Tocino
1104006|Recorte de TOCINO|1104006|015050|015050|015500|Tocino
1104008|Tocino Ahumado|0|018430|017400|018980|Tocino
1106001|Cueros HNOS. RODRIGUEZ|1106001|001560|001440|001610|Puerco
1106004|Oreja de Cerdo 1kg|7503023500326|011740|011740|012090|Puerco
1106005|Pata de Cerdo 1kg|7503023500388|010490|010490|010800|Puerco
1106007|Manteca de Cerdo Natural 400gr|7503035393695|002800|002690|002880|Puerco
1108001|Chuleta Ahumada CAPISTRANO|7501689024811|018340|017770|018890|Chuleta y Pierna
1108003|Chuleta Ahumada CORONEL 1kg|7502229999675|014300|013460|014730|Chuleta y Pierna
1108004|Pierna Adobada Económica HIDALMEX|7502216011588|009190|008790|009470|Chuleta y Pierna
1108005|Pierna Tipo Carnitas HIDALMEX|7502216011564|014090|013360|014510|Chuleta y Pierna
1109001|Arrachera Marinada Premium CORONEL 1kg|742832208796|012200|012000|012570|Carne
1109004|Pechuga de pollo con hueso BACHOCO|1109004|012700|012700|012700|Carne
1109005|Ala Marinada BACHOCO|1109005|009600|009600|009600|Carne
1109006|Pierna con Muslo de Pollo BACHOCO|1109006|007200|007200|007200|Carne
1201001|Queso Oaxaca CORONEL|0|013510|013110|013920|Queso Fresco
1201002|Queso Oaxaca Económico LA QUINTA|1201002|013040|012590|013440|Queso Fresco
1201004|Queso Panela LA QUINTA 1kg|1201004|013190|012970|013590|Queso Fresco
1201005|Queso Ranchero Mini LA QUINTA 120gr|1201005|002230|002190|002300|Queso Fresco
1201006|Queso Ranchero Chico LA QUINTA 220grs|1201006|003500|003440|003600|Queso Fresco
1201007|Queso Ranchero Mediano LA QUINTA 440grs|1201007|006830|006730|007040|Queso Fresco
1201008|Queso Ranchero Adobera LA QUINTA|1201008|014240|014020|014670|Queso Fresco
1201009|Queso Doble Crema CORONEL|1201009|011190|010960|011530|Queso Fresco
1201010|Queso Oaxaca LA QUINTA  250grs|1201010|014120|013700|014540|Queso Fresco
1201011|Queso Oaxaca LA QUINTA 500g|1201011|014120|013700|014540|Queso Fresco
1201012|Queso Oaxaca LA QUINTA 1kg|1201012|014120|013700|014540|Queso Fresco
1201013|Queso Crema PHILADELPHIA 180g|7622210561558|004550|004400|004690|Queso Fresco
1201014|Requeson BERNAL|1201014|008050|008050|008290|Queso Fresco
1201015|Requeson CORONEL 1kg|1201015|008500|008500|008760|Queso Fresco
1201016|Queso panela CASTILLA|1201016|010550|010330|010870|Queso Fresco
1201023|Queso panela CORONEL|1201023|013430|012980|013830|Queso Fresco
1201024|Queso Ranchero Chico CORONEL 200grs|0742832684170|002940|002890|003020|Queso Fresco
1201025|Queso Ranchero Mediano CORONEL 400grs|0742832684217|005860|005720|006040|Queso Fresco
1201026|Queso Ranchero Grande CORONEL 900grs|0742832851862|013180|012880|013580|Queso Fresco
1201027|Queso Panela LA QUINTA 500kgs|1201027|013190|012970|013590|Queso Fresco
1201028|Queso Oaxaca Rallado Económico verde LA QUINTA|1201028|013570|013130|013980|Queso Fresco
1201029|Queso Oaxaca Rallado Azul LA QUINTA|1201029|014670|014470|015110|Queso Fresco
1201031|Requesón ZEFERINO|1201031|006520|006520|006720|Queso Fresco
1201038|Queso Oaxaca Guenesito|1201038|012000|011880|012360|Queso Fresco
1201040|Queso Artesanal Oaxaca CORONEL|1201040|017120|016630|017630|Queso Fresco
1201043|Queso Cottage Lyncott 380 g|7501092106050|006550|006450|006750|Queso Fresco
1201045|Queso Panela Coronel 400grs|742832182614|005650|005650|005820|Queso Fresco
1201047|Queso Crema CORONEL 190g|742832182652|003020|002880|003110|Queso Fresco
1201049|PHILADELPHIA Rebanadas de queso Crema 144g|7622210288431|003650|003650|003760|Queso Fresco
1201050|Queso de Cabra Natural CORONEL 200g|7503034516170|004690|004690|004830|Queso Fresco
1201051|Queso de Cabra Hierbas Finas CORONEL 200g|7503034516163|004690|004690|004830|Queso Fresco
1201053|Queso Oaxaca de Rancho Coronel|1201053|013950|013950|014370|Queso Fresco
1202002|Queso Amarillo Reb. CHIPILO 144g|7503018985152|002200|002150|002270|Queso Amarillo
1202003|Queso Amarillo Américano CAPISTRANO 144g|7501689009320|002940|002890|003020|Queso Amarillo
1202004|Queso Amarillo Reb. BIOLAC 1.82kg|7501639334960|006000|005800|006180|Queso Amarillo
1202008|Queso Amarillo Americano AROOS 175g|7501689009306|001950|001910|002010|Queso Amarillo
1202010|Queso Amarillo Americano CASTILLA 1.82kg|1202010|007780|007550|008010|Queso Amarillo
1202011|Queso Amarillo CHIPILO 1.8kg|7501032601997|009400|009200|009680|Queso Amarillo
1202013|Queso Americano Reducido en Grasa KRAFT 144g|7501669897367|003600|003600|003710|Queso Amarillo
1204003|Queso Cotija OCHOAS|1204003|013830|013830|014240|Queso Maduro
1204004|Queso manchego CHIPILO 144g|7503018985947|002200|002150|002270|Queso Maduro
1204005|Queso GOUDA EL SABINO|1204005|020090|019350|020690|Queso Maduro
1204006|Recorte Queso MANCHEGO|1204006|014850|014850|015300|Queso Maduro
1204007|Queso Parmesano KRAFT 85g|840370900452|006100|006100|006280|Queso Maduro
1204009|Queso Manchego CORONEL|1204009|023750|022740|024460|Queso Maduro
1204010|Queso Manchego CAPERUCITA 200g|7501002260452|006100|006100|006280|Queso Maduro
1204013|Queso Gouda CORONEL|1204013|018300|017350|018850|Queso Maduro
1204014|Queso Chihuahua Menonita CAMPO DE ORO|7501642300761|018960|018180|019530|Queso Maduro
1204021|Queso Provolone CORONEL|0742832182539|022990|022990|023680|Queso Maduro
1204024|Queso Manchego CAPISTRANO|1204024|025370|024310|026130|Queso Maduro
1204026|Queso Manchego  CAPISTRANO 400g|7501689000914|010900|010900|011230|Queso Maduro
1204029|Queso Asadero CORONEL|1204029|017800|017800|018330|Queso Maduro
1205001|Queso Molido Bolsa Vino CORONEL|1205001|003250|003080|003350|Queso Procesado
1205002|Queso Rallado Delicias B. Verde CORONEL|1205002|005450|005260|005610|Queso Procesado
1205003|Queso Sierra CORONEL molido|1205003|003680|003570|003790|Queso Procesado
1205004|Queso Sierra CORONEL rallado|1205004|003680|003570|003790|Queso Procesado
1205005|Queso Rallado Delicias CORONEL 1kg|742832182607|005600|005360|005770|Queso Procesado
1205006|Queso Rallado Delicias CORONEL 250g|742832182584|001500|001470|001550|Queso Procesado
1205007|Queso Rallado Delicias CORONEL 500g|742832182591|002900|002750|002990|Queso Procesado
1205008|Queso Asadero Tortero CASTILLA 2kg|1205008|004580|004380|004720|Queso Procesado
1205009|Queso Mozzarella CASTILLA 250g|742832182577|002950|002870|003040|Queso Procesado
1205010|Queso Mozzarella CASTILLA 500g|742832182690|005900|005740|006080|Queso Procesado
1205011|Queso Mozzarella CASTILLA 1kg|0742832182379|011490|011250|011830|Queso Procesado
1205013|Queso Asadero CASTILLA 500g|793969577118|005900|005740|006080|Queso Procesado
1205014|Queso Asadero CASTILLA 1kg|742832208789|011490|011250|011830|Queso Procesado
1205015|Mezcla de Quesos Coronel|1205015|012480|011940|012850|Queso Procesado
1205017|Queso Rallado Delicias Castilla 5kg|1205017|000000|000000|000000|Queso Procesado
1207001|Crema ALPURA 200g|7501055909520|002150|002020|002210|Crema
1207002|Crema ALPURA 426g|7501055916016|004130|003970|004250|Crema
1207003|Crema ALPURA 900g|7501055909544|007780|007780|008010|Crema
1207005|Media Crema Cub. CASTILLA 19kg|1207005|003140|003140|003230|Crema
1207006|Crema Natural CORONEL 200g|742832141826|001950|001900|002000|Crema
1207007|Crema Natural CORONEL 450g|742832141833|003870|003750|003970|Crema
1207008|Crema Natural CORONEL 900g|742832141840|007700|007450|007950|Crema
1207009|Crema Natural Bolsa CORONEL 1kg|742832182287|007490|007450|007710|Crema
1207012|Crema Bolsa  CASTILLA 1kg|7503013760112|003800|003700|003910|Crema
1207013|Media Crema Bolsa CASTILLA 3kg|1207013|011100|010800|011430|Crema
1207014|Media Crema Bolsa CASTILLA 5kg|1207014|018500|018000|019060|Crema
1207016|Crema Natural a Granel CORONEL|1207016|007300|007250|007520|Crema
1207018|Crema Red. en Grasa ALPURA 200g|7501055903924|002380|002380|002450|Crema
1207019|Crema Red. en Grasa ALPURA 426g|7501055916061|004480|004480|004610|Crema
1207024|Crema Deslactosada ALPURA 200g|7501055915224|002350|002350|002420|Crema
1207025|Crema Deslactosada ALPURA 426g|7501055916030|004320|004320|004450|Crema
1207026|Crema Natural Cubeta CORONEL 4lt|1207026|024070|024070|024790|Crema
1207029|NO UASR Crema Liquida Acidificada CORONEL 900g|742832141857|007500|007250|007730|Crema
1207030|Crema Natural ARACELI Cubeta 4lt|1207030|025790|025790|026560|Crema
1208001|Yoghurt Bebible Manzana DANONE 240ml|7501032398491|001480|001430|001520|Yogurt
1208002|Yoghurt Bebible Fresa DANONE 240ml|7506443108837|001480|001430|001520|Yogurt
1208003|Yoghurt Bebible Durazno DANONE 240ml|7501032398484|001480|001430|001520|Yogurt
1208004|YAKULT|7501025511036|000760|000720|000780|Yogurt
1208009|Yoghurt Frutal ALPURA 1lt|7501055903795|003550|003550|003660|Yogurt
1208010|Yoghurt FRUIX manzana DANONE 125g|7501032398873|000730|000710|000750|Yogurt
1208011|Yoghurt FRUIX fresa DANONE 125g|7501032398842|000730|000710|000750|Yogurt
1208013|Yoghurt DANONINO DANONE 180g|7501032397944|000620|000600|000640|Yogurt
1208017|Yoghurt LICUIDINO fresa DANONE 80g|7501032395933|000900|000880|000930|Yogurt
1208021|Yoghurt ACTIVIA fresa 240gr|7501032398071|001580|001530|001630|Yogurt
1208022|Yoghurt ACTIVIA ciruela 240g|7501032398255|001580|001530|001630|Yogurt
1208023|Yoghurt ACTIVIA pina apio  Nopal 240g|7501032398224|001580|001530|001630|Yogurt
1208026|Yoghurt DAN UP fresa DANONE 240grs|7506443108844|001570|001570|001620|Yogurt
1208027|Yoghurt DAN UP pina coco DANONE 240grs|7501032398606|001570|001570|001620|Yogurt
1208049|Yogurt Durazno ALFALFA 1kg|7503002671641|005100|005100|005250|Yogurt
1208050|Yogurt Fresa ALFALFA 1kg|7503002671702|005100|005100|005250|Yogurt
1208051|Yogurt Natural ALFALFA 1kg|7503002671627|005100|005100|005250|Yogurt
1208052|Yogurt Piña Coco ALFALFA 1kg|7503002671757|005100|005100|005250|Yogurt
1208053|Yogurt Fresa ALFALFA 4kg|0|017200|017200|016070|Yogurt
1208054|Yogurt Durazno ALFALFA 4kg|0|017200|017200|017720|Yogurt
1208055|Yogurt Piña Coco ALFALFA 4kg|0|017200|017200|017720|Yogurt
1208056|Yogurt Natural  ALFALFA 4kg|0|017200|017200|017720|Yogurt
1208057|Yogurt Nuez  ALFALFA 4kg|1208057|017200|017200|017720|Yogurt
1208065|Yogurt Griego Cremoso MORAS YOPLAIT  145g|7501040092848|001450|001450|001490|Yogurt
1208066|Yogurt Griego Cremoso Natural YOPLAIT  145g|7501040092862|001450|001450|001490|Yogurt
1208067|Yogurt Griego Batido sin Azucar Natural YOPLAIT 145g|7501040095535|001650|001650|001700|Yogurt
1208068|Yogurt Griego Beber Fresa YOPLAIT 220g|7501040092886|001790|001790|001840|Yogurt
1208072|Yoghurt DANONINO Lunch 70g|7501032397845|001380|001300|001420|Yogurt
1208075|Yoghurt  FRESA YOPLAIT 1kg.|7501040090080|005150|005150|005300|Yogurt
1208076|Yoghurt  DOBLE CERO NATURAL YOPLAIT 1kg.|7501040090394|005350|005350|005510|Yogurt
1208078|Yoghurt Frutal  FRESA ALPURA 1lt|7501055916894|003550|003550|003660|Yogurt
1208079|Yoghurt Frutal  MANGO ALPURA 1lt|7501055916900|003550|003550|003660|Yogurt
1208080|Yoghurt Frutal DURAZNO ALPURA 1lt|7501055916917|003550|003550|003660|Yogurt
1208081|Yoghurt Frutal PIÑA COCO ALPURA 1lt|7501055916924|003550|003550|003660|Yogurt
1208083|Yoghurt Griego Batido Natural  YOPLAIT 1 kg|7501040091476|008500|008500|008760|Yogurt
1208084|Yoghurt Griego Endulsado 650g DANONE|7501032300043|004650|004650|004650|Yogurt
1209001|Danette Natilla Vainilla DANONE 100g|75034009|001260|001260|001240|Flan Gelatina Postre
1209002|Flan Danette Vainilla DANONE 100g|75012533|001000|000960|001030|Flan Gelatina Postre
1209003|Gelatina DANY Agua limón DANONE 125g|75009090|000870|000840|000900|Flan Gelatina Postre
1209004|Flan Vainilla con Caramelo GARI (24pz)|735257002889|001550|001490|001600|Flan Gelatina Postre
1209006|Gelatina Dany Agua fresa DANONE 125g|75009076|000870|000840|000900|Flan Gelatina Postre
1209007|Gelatina Dany Agua uva DANONE 125g|75026196|000870|000840|000900|Flan Gelatina Postre
1209010|Gelatina Dany Agua piña DANONE 125g|75009083|000870|000840|000900|Flan Gelatina Postre
1210001|Mantequilla CHIPILO 90g|7501032600181|002050|001950|002110|Margarina Mantequill
1210002|Mantequilla CHIPILO 225g|7501032600198|005140|004900|005290|Margarina Mantequill
1210003|Mantequilla CHIPILO 1kg|7501032600235|023300|022400|024000|Margarina Mantequill
1210004|Margarina IBERIA 90g|8719200450615|001190|001150|001230|Margarina Mantequill
1210005|Margarina IBERIA 225g|8719200450523|003350|003200|003450|Margarina Mantequill
1210007|Margarina IBERIA 1kg|8719200450653|010200|010000|010510|Margarina Mantequill
1210008|Margarina Primavera CHANTILLY 190g|8719200450394|004450|004250|004580|Margarina Mantequill
1210009|Margarina UNTARELLA 1kg|7501013620054|006000|006000|006180|Margarina Mantequill
1210011|Nata Coronel 250gr|742832141703|004790|004790|004930|Margarina Mantequill
1210012|Crema Batida tipo Chantilly SABOREX 1kG|7501770910030|008300|008300|008550|Margarina Mantequill
1210013|Mantequilla Barra Gloria sin sal 90 gr|7501013610024|003000|002850|003090|Margarina Mantequill
1210014|Mantequilla Barra Gloria  sin sal 225 gr|7501013610161|007290|006900|007510|Margarina Mantequill
1210015|Mantequilla Barra Gloria sin sal 1 kg|7501013610055|028650|027230|029510|Margarina Mantequill
1210018|Crema para batir Lyncott 500 ml|7501092101031|006260|006160|006460|Margarina Mantequill
1210019|Crema Batida Lyncott 184g|7501092101512|008270|008160|008220|Margarina Mantequill
1210020|Mantequilla Barra Gloria Gourmet sin sal 90 gr|7501013610574|003400|003220|003500|Margarina Mantequill
1210022|Nata Delicias de la Cuenca 250gr|1210022|005200|005200|005350|Margarina Mantequill
1211001|Leche ARACELI UHT 1lt|7501516411180|002700|002700|002780|Leche
1211002|Leche Semi bolsa ARACELI 900grs|7501516400542|001960|001960|002020|Leche
1211003|Leche Bolsa GOTA BLANCA 900ml|7503019886861|001750|001750|001800|Leche
1211004|Leche Clásica ALPURA 1.89ml|7501055901043|004600|004600|004770|Leche
1211005|HERSHEY`S DRICK 200ml (27pz)|7506443107632|001350|001280|001380|Leche
1211006|Malteada fresa ALPURA 200ml|7501055915682|001000|000980|001030|Leche
1211007|Malteada chocolate ALPURA 200ml|7501055915668|001000|000980|001030|Leche
1211008|Malteada Vainilla ALPURA 200ml|7501055915705|001000|000980|001030|Leche
1211009|Leche Clásica Entera Fresca ALPURA 1lt|7501055900022|002800|002800|002880|Leche
1211010|Leche Clásica 2000 ALPURA 1lt|7501055900039|002990|002990|003080|Leche
1211011|Leche Light 2000 ALPURA 1lt|7501055900800|002990|002990|003080|Leche
1211013|Leche Ultrapasteurizada QUERETARO 1lt|7501300801197|002660|002610|002740|Leche
1211014|Leche Deslactosada 2000 ALPURA 1lt|7501055901425|003100|003100|003190|Leche
1211016|Mini Malteada Fresa ARACELI 240ml (27pz)|7501516400016|001130|001080|001170|Leche
1211017|Mini Malteada Chocolate ARACELI 240ml (27pz)|7501516415171|001130|001080|001170|Leche
1211018|Leche Entera Past Fresca QUERETARO 1lt|7501300801012|002690|002690|002770|Leche
1211019|Leche Ent Past Fresca QUERETARO 1.892lt|7501300803146|004610|004610|004740|Leche
1211020|Malteada fresa ALPURA 1lt|7501055900077|003470|003470|003570|Leche
1211021|Malteada chocolate ALPURA 1lt|7501055900060|003470|003470|003570|Leche
1211022|Malteada vainilla ALPURA 1lt|7501055900084|003470|003470|003570|Leche
1211023|Leche Deslactosada Light ALPURA 1lt|7501055904143|003100|003100|003190|Leche
1211024|Mini Malteada Vainilla ARACELI 240ml(27pz)|7501516400009|001130|001080|001170|Leche
1211025|Leche Frutal Fresa ALPURA 250ml|7501055905836|001300|001290|001340|Leche
1211026|Leche Frutal Durazno ALPURA 250ml|7501055905843|001300|001290|001340|Leche
1211027|Leche Frutal Piña ALPURA 250ml|7501055905850|001300|001290|001340|Leche
1211030|No USAR Leche Deslact. Semidesc 1lt ARACELI|0|001700|001700|001750|Leche
1211033|Leche Deslactosada bolsa ARACELI 900grs|7503019197196|002100|002100|002160|Leche
1211035|Malteada de Chocolate Araceli Bolsa 900ml|7503019197202|002320|002320|002390|Leche
1211036|Leche Deslactosada ARACELI 1lt|7501516411135|002750|002750|002830|Leche
1211037|Leche Semidescremada ARACELI 1lt|7501516411111|002660|002660|002740|Leche
1211038|Leche Entera SANTA CLARA 1L|7501295600126|003100|003100|003190|Leche
1211039|Leche Deslactosada SANTA CLARA 1L|7501295600157|003200|003200|003300|Leche
1211040|Leche SANTA CLARA  Fresa 250ml|7501055358113|001750|001750|001800|Leche
1211041|Leche SANTA CLARA  Triple Chocolate 250ml|7501055367139|001750|001750|001800|Leche
1211046|Leche Alpura extra proteína deslactosada 1L|7501055914258|004050|004050|004170|Leche
1211047|Leche Deslactosada ALPURA 1.5 lt|7501055910274|004600|004600|004740|Leche
1211048|Leche Pura de Vaca Bolsa GOTA BLANCA  900grs|7503019886878|001600|001600|001670|Leche
1211049|Lechita SANTA CLARA Chocolate 180ml|7501055377183|001300|001300|001340|Leche
1211050|Leche Queretaro en Bolsa 900ml|1211050|001940|001940|002000|Leche
1211051|Almendra original sin azucar SILK 946ml|025293002920|004940|004940|005090|Leche
1211052|Almendra original  SILK 946ml|0025293002661|004940|004940|005090|Leche
1211053|Leche Clasica 1.5lts ALPURA (6pz)|7501055910250|004550|004550|004550|Leche
1211054|NUTRI Clasica 1lt (12pz)|7501020540666|002350|002250|002420|Leche
1225001|Paleta de Hielo Arroz COCCOLO|7503017050004|002500|002500|002580|Helados
1225002|Paleta de Hielo Cajeta COCCOLO|7503017050202|002500|002500|002580|Helados
1225003|Paleta de Hielo Mango COCCOLO|7503017050097|002500|002500|002580|Helados
1225004|Paleta de Hielo Mamey COCCOLO|7503017050080|002500|002500|002580|Helados
1225005|Paleta de Hielo Vainilla COCCOLO|7503017050134|002500|002500|002580|Helados
1225006|Paleta de Hielo Maracuya COCCOLO|7503017050103|002500|002500|002580|Helados
1225007|Paleta de Hielo Limon COCCOLO|7503017050073|002500|002500|002580|Helados
1225009|Paleta de Hielo Yogurt COCCOLO|7503017050141|002500|002500|002580|Helados
1225010|Paleta de Hielo Fresa COCCOLO|7503017050059|002500|002500|002580|Helados
1225011|Paleta de Hielo Chocolate COCCOLO|7503017050035|002500|002500|002580|Helados
1225012|Paleta de Hielo Guanabana COCCOLO|7503017050066|002500|002500|002580|Helados
1225013|Paleta de Hielo Coco COCCOLO|7503017050042|002500|002500|002580|Helados
1225015|Paleta de Hielo Ron COCCOLO|7503017050127|002500|002500|002580|Helados
1225020|NO  USAR Paleta de Hielo Café Dieta COCCOLO|7503017050196|002500|002500|002580|Helados
1225021|Helado Fresas con Crema LACTEOS JOEL|0799192486968|007900|007900|008140|Helados
1225022|Helado Vainilla  LACTEOS JOEL|0799192487002|007900|007900|008140|Helados
1225023|Helado Galleta Oreo  LACTEOS JOEL|0799192486999|007900|007900|008140|Helados
1225024|Helado Coco LACTEOS JOEL|0799192486982|007900|007900|008140|Helados
1225025|Helado Chocolate  LACTEOS JOEL|0799192486975|007900|007900|008140|Helados
1226001|Helado Cono|1226001|002000|002000|002060|Helados
